7599335,Trae Williams,165 Pine St.,Sacremento,WA,5468,Valid
764822725,Nevada Koppolu,391 Ash Lane,Salem,OR,289,Valid
766109445,Nihar Koppolu,211 Willow St.,San Diego,CA,9599,Valid
775880677,Nevada Newman,357 Spruce Lane,Seattle,OR,7097,Valid
776919435,Matt Koppolu,657 Willow Blvd.,Salem,OR,4287,Valid
802216624,Ken Dainard,960 Oak Ave.,Los Angles,WA,2639,Valid
80772611,Ken Dainard,293 Pine Blvd.,San Francisco,CA,9244,Valid
814144897,Nevada Koppolu,609 Oak St.,Sacremento,WA,2096,Valid
839719189,Samuel Tyrell,345 Oak St.,Seattle,WA,2792,Valid
873709127,Trae Williams,239 Oak St.,San Francisco,CA,7048,Valid
876062728,Trae Newman,91 Ash Ave.,Portland,OR,5919,Valid
877672018,Nihar Williams,710 Popular Lane,Olympia,OR,9495,Valid
892388195,Nihar Koppolu,299 Spruce St.,Sacremento,OR,1877,Valid
897796130,Poly Kuleshova,659 Pine Ave.,Salem,OR,3494,Valid
905853456,Matt Newman,508 Pine Blvd.,Salem,CA,3518,Valid
914457090,Ken Tyrell,244 Spruce Ave.,San Diego,WA,5045,Valid
915772264,Samuel Koppolu,219 Oak St.,San Francisco,WA,3039,Valid
939139421,Trae Williams,220 Fir Lane,San Francisco,OR,7843,Valid
940746051,Matt Dainard,643 Oak Blvd.,Olympia,CA,4906,Valid
947818619,Trae Dainard,502 Spruce St.,Sacremento,WA,828,Valid
952575397,Samuel Kuleshova,10 Pine St.,San Diego,CA,402,Valid
956338399,Nevada Koppolu,491 Spruce Lane,Olympia,WA,1167,Valid
985067489,Ken Newman,150 Popular Ave.,Los Angles,CA,6660,Valid
98446229,Trae Koppolu,138 Pine Blvd.,Los Angles,OR,3859,Valid
996910227,Ken Williams,847 Oak Lane,Olympia,WA,2659,Valid
