644135157,Matt Newman,8 Popular Lane,San Diego,CA,04703,Suspended
649014202,Ken Tyrell,281 Popular Ave.,San Francisco,OR,08940,Suspended
652182993,Trae Duyck,204 Willow Ave.,Salem,WA,02654,Valid
653989546,Matt Williams,625 Fir Ave.,San Francisco,CA,08190,Valid
668578629,Nevada Williams,613 Pine Blvd.,Seattle,CA,01530,Valid
674223986,Trae Koppolu,151 Popular Ave.,San Diego,CA,05183,Valid
680339969,Trae Newman,626 Oak Lane,Sacremento,WA,01513,Valid
689791550,Nihar Tyrell,383 Spruce Ave.,Seattle,CA,08848,Valid
697837631,Poly Dainard,37 Elm St.,Sacremento,OR,05318,Valid
701046162,Nevada Koppolu,45 Popular Lane,Sacremento,OR,09569,Suspended
717389009,Nihar Tyrell,996 Willow Lane,Olympia,WA,04557,Valid
718968199,Trae Koppolu,373 Pine Lane,Olympia,WA,09817,Suspended
730476173,Nihar Williams,821 Ash Ave.,Olympia,OR,07416,Valid
748664278,Nihar Koppolu,974 Pine Ave.,Portland,CA,03916,Valid
750740701,Samuel Duyck,465 Pine Lane,San Diego,OR,05922,Valid
758800622,Ken Koppolu,159 Willow St.,Portland,WA,00387,Valid
769014093,Poly Dainard,530 Oak Lane,Los Angles,WA,04611,Suspended
789536112,Samuel Tyrell,123 Willow Lane,Olympia,CA,01746,Valid
795892159,Poly Kuleshova,987 Pine Ave.,Olympia,WA,04191,Suspended
796011456,Ken Tyrell,247 Fir St.,San Diego,CA,01122,Valid
808142301,Matt Newman,369 Ash St.,San Diego,OR,00753,Valid
836052380,Nevada Duyck,631 Spruce Ave.,Sacremento,WA,08632,Valid
844536610,Nihar Duyck,807 Elm Blvd.,San Diego,OR,04154,Valid
849779952,Nevada Tyrell,736 Fir Ave.,San Diego,WA,03870,Valid
856509778,Trae Kuleshova,721 Popular Blvd.,Olympia,WA,07378,Valid
862815190,Ken Newman,963 Fir St.,Olympia,CA,00160,Valid
888319859,Samuel Dainard,290 Spruce Lane,San Diego,WA,01940,Valid
896891142,Nihar Tyrell,991 Oak Lane,Portland,CA,09703,Valid
928103239,Matt Koppolu,26 Ash Ave.,Salem,WA,01929,Suspended
948098726,Poly Kuleshova,256 Elm Blvd.,Salem,CA,03400,Suspended
946514063,Nevada Newman,202 Popular St.,Seattle,OR,05368,Valid
979630813,Matt Newman,601 Willow Blvd.,Olympia,CA,02420,Valid
